Time,FA,FB,FC,h,x,v
0,50,50,100,1,0.5,0.5
0.01,50,50,100,1,0.5,0.5
0.02,50,50,100,1,0.5,0.5
0.03,50,50,100,1,0.5,0.5
0.04,50,50,100,1,0.5,0.5
0.05,50,50,100,1,0.5,0.5
0.06,50,50,100,1,0.5,0.5
0.07,50,50,100,1,0.5,0.5
0.08,50,50,100,1,0.5,0.5
0.09,50,50,100,1,0.5,0.5
0.1,47.858,50,100,1,0.5,0.5
0.11,47.858,50,99.998,0.99996,0.49998,0.5
0.12,47.858,50,99.996,0.99991,0.49996,0.5
0.13,47.858,50,99.994,0.99987,0.49994,0.5
0.14,47.858,50,99.991,0.99983,0.49991,0.5
0.15,47.858,50,99.989,0.99979,0.49989,0.5
0.16,47.858,50,99.987,0.99974,0.49987,0.5
0.17,47.858,50,99.985,0.9997,0.49985,0.5
0.18,47.858,50,99.983,0.99966,0.49983,0.5
0.19,47.858,50,99.981,0.99962,0.49981,0.5
0.2,50.2,50,99.979,0.99957,0.49979,0.5
0.21,50.2,50,99.979,0.99958,0.49979,0.5
0.22,50.2,50,99.979,0.99958,0.49979,0.5
0.23,50.2,50,99.979,0.99959,0.49979,0.5
0.24,50.2,50,99.98,0.99959,0.4998,0.5
0.25,50.2,50,99.98,0.9996,0.4998,0.5
0.26,50.2,50,99.98,0.9996,0.4998,0.5
0.27,50.2,50,99.98,0.9996,0.4998,0.5
0.28,50.2,50,99.98,0.99961,0.49981,0.5
0.29,50.2,50,99.981,0.99961,0.49981,0.5
0.3,48.588,50,99.981,0.99962,0.49981,0.5
0.31,48.588,50,99.979,0.99959,0.4998,0.5
0.32,48.588,50,99.978,0.99956,0.49978,0.5
0.33,48.588,50,99.977,0.99953,0.49977,0.5
0.34,48.588,50,99.975,0.99951,0.49976,0.5
0.35,48.588,50,99.974,0.99948,0.49974,0.5
0.36,48.588,50,99.973,0.99945,0.49973,0.5
0.37,48.588,50,99.971,0.99942,0.49972,0.5
0.38,48.588,50,99.97,0.9994,0.4997,0.5
0.39,48.588,50,99.968,0.99937,0.49969,0.5
0.4,52.003,50,99.967,0.99934,0.49968,0.5
0.41,52.003,50,99.969,0.99938,0.4997,0.5
0.42,52.003,50,99.971,0.99942,0.49972,0.5
0.43,52.003,50,99.973,0.99946,0.49974,0.5
0.44,52.003,50,99.975,0.9995,0.49976,0.5
0.45,52.003,50,99.977,0.99954,0.49978,0.5
0.46,52.003,50,99.979,0.99958,0.4998,0.5
0.47,52.003,50,99.981,0.99962,0.49982,0.5
0.48,52.003,50,99.983,0.99966,0.49984,0.5
0.49,52.003,50,99.985,0.99971,0.49986,0.5
0.5,39.491,50,99.987,0.99975,0.49988,0.5
0.51,39.491,50,99.977,0.99954,0.49978,0.5
0.52,39.491,50,99.966,0.99933,0.49967,0.5
0.53,39.491,50,99.956,0.99912,0.49957,0.5
0.54,39.491,50,99.945,0.99891,0.49946,0.5
0.55,39.491,50,99.935,0.9987,0.49936,0.5
0.56,39.491,50,99.924,0.99849,0.49925,0.5
0.57,39.491,50,99.914,0.99828,0.49915,0.5
0.58,39.491,50,99.904,0.99807,0.49905,0.5
0.59,39.491,50,99.893,0.99786,0.49894,0.5
0.6,46.698,50,99.883,0.99766,0.49884,0.5
0.61,46.698,50,99.88,0.99759,0.49881,0.5
0.62,46.698,50,99.876,0.99753,0.49878,0.5
0.63,46.698,50,99.873,0.99746,0.49875,0.5
0.64,46.698,50,99.87,0.9974,0.49872,0.5
0.65,46.698,50,99.867,0.99734,0.49868,0.5
0.66,46.698,50,99.864,0.99727,0.49865,0.5
0.67,46.698,50,99.86,0.99721,0.49862,0.5
0.68,46.698,50,99.857,0.99715,0.49859,0.5
0.69,46.698,50,99.854,0.99708,0.49856,0.5
0.7,52.001,50,99.851,0.99702,0.49853,0.5
0.71,52.001,50,99.853,0.99706,0.49856,0.5
0.72,52.001,50,99.855,0.99711,0.49858,0.5
0.73,52.001,50,99.857,0.99715,0.4986,0.5
0.74,52.001,50,99.86,0.99719,0.49862,0.5
0.75,52.001,50,99.862,0.99724,0.49865,0.5
0.76,52.001,50,99.864,0.99728,0.49867,0.5
0.77,52.001,50,99.866,0.99732,0.49869,0.5
0.78,52.001,50,99.868,0.99736,0.49872,0.5
0.79,52.001,50,99.87,0.99741,0.49874,0.5
0.8,43.412,50,99.872,0.99745,0.49876,0.5
0.81,43.412,50,99.866,0.99732,0.4987,0.5
0.82,43.412,50,99.859,0.99719,0.49863,0.5
0.83,43.412,50,99.853,0.99706,0.49857,0.5
0.84,43.412,50,99.847,0.99693,0.49851,0.5
0.85,43.412,50,99.84,0.9968,0.49844,0.5
0.86,43.412,50,99.834,0.99668,0.49838,0.5
0.87,43.412,50,99.827,0.99655,0.49832,0.5
0.88,43.412,50,99.821,0.99642,0.49825,0.5
0.89,43.412,50,99.814,0.99629,0.49819,0.5
0.9,51.412,50,99.808,0.99616,0.49813,0.5
0.91,51.412,50,99.81,0.9962,0.49815,0.5
0.92,51.412,50,99.811,0.99623,0.49816,0.5
0.93,51.412,50,99.813,0.99626,0.49818,0.5
0.94,51.412,50,99.814,0.99629,0.4982,0.5
0.95,51.412,50,99.816,0.99632,0.49822,0.5
0.96,51.412,50,99.818,0.99636,0.49824,0.5
0.97,51.412,50,99.819,0.99639,0.49825,0.5
0.98,51.412,50,99.821,0.99642,0.49827,0.5
0.99,51.412,50,99.822,0.99645,0.49829,0.5
1,53.913,50,99.824,0.99648,0.49831,0.5
1.01,53.913,50,99.828,0.99656,0.49835,0.5
1.02,53.913,50,99.832,0.99665,0.49839,0.5
1.03,53.913,50,99.836,0.99673,0.49844,0.5
1.04,53.913,50,99.84,0.99681,0.49848,0.5
1.05,53.913,50,99.844,0.99689,0.49852,0.5
1.06,53.913,50,99.848,0.99697,0.49856,0.5
1.07,53.913,50,99.853,0.99705,0.4986,0.5
1.08,53.913,50,99.857,0.99713,0.49865,0.5
1.09,53.913,50,99.861,0.99722,0.49869,0.5
1.1,50.381,50,99.865,0.9973,0.49873,0.5
1.11,50.381,50,99.865,0.99731,0.49874,0.5
1.12,50.381,50,99.866,0.99732,0.49874,0.5
1.13,50.381,50,99.866,0.99733,0.49875,0.5
1.14,50.381,50,99.867,0.99734,0.49876,0.5
1.15,50.381,50,99.867,0.99735,0.49876,0.5
1.16,50.381,50,99.868,0.99736,0.49877,0.5
1.17,50.381,50,99.868,0.99737,0.49878,0.5
1.18,50.381,50,99.869,0.99738,0.49878,0.5
1.19,50.381,50,99.869,0.99739,0.49879,0.5
1.2,52.803,50,99.87,0.9974,0.49879,0.5
1.21,52.803,50,99.873,0.99746,0.49882,0.5
1.22,52.803,50,99.876,0.99752,0.49886,0.5
1.23,52.803,50,99.879,0.99758,0.49889,0.5
1.24,52.803,50,99.882,0.99763,0.49892,0.5
1.25,52.803,50,99.885,0.99769,0.49895,0.5
1.26,52.803,50,99.887,0.99775,0.49898,0.5
1.27,52.803,50,99.89,0.99781,0.49901,0.5
1.28,52.803,50,99.893,0.99787,0.49904,0.5
1.29,52.803,50,99.896,0.99793,0.49907,0.5
1.3,47.323,50,99.899,0.99798,0.4991,0.5
1.31,47.323,50,99.897,0.99793,0.49907,0.5
1.32,47.323,50,99.894,0.99788,0.49905,0.5
1.33,47.323,50,99.891,0.99783,0.49902,0.5
1.34,47.323,50,99.889,0.99778,0.499,0.5
1.35,47.323,50,99.886,0.99773,0.49897,0.5
1.36,47.323,50,99.884,0.99768,0.49895,0.5
1.37,47.323,50,99.881,0.99762,0.49892,0.5
1.38,47.323,50,99.879,0.99757,0.4989,0.5
1.39,47.323,50,99.876,0.99752,0.49887,0.5
1.4,42.662,50,99.873,0.99747,0.49885,0.5
1.41,42.662,50,99.866,0.99733,0.49878,0.5
1.42,42.662,50,99.859,0.99718,0.49871,0.5
1.43,42.662,50,99.852,0.99704,0.49863,0.5
1.44,42.662,50,99.845,0.99689,0.49856,0.5
1.45,42.662,50,99.837,0.99675,0.49849,0.5
1.46,42.662,50,99.83,0.99661,0.49842,0.5
1.47,42.662,50,99.823,0.99646,0.49835,0.5
1.48,42.662,50,99.816,0.99632,0.49828,0.5
1.49,42.662,50,99.809,0.99618,0.49821,0.5
1.5,48.585,50,99.802,0.99603,0.49814,0.5
1.51,48.585,50,99.8,0.99601,0.49813,0.5
1.52,48.585,50,99.799,0.99599,0.49812,0.5
1.53,48.585,50,99.798,0.99596,0.49811,0.5
1.54,48.585,50,99.797,0.99594,0.4981,0.5
1.55,48.585,50,99.795,0.99591,0.49809,0.5
1.56,48.585,50,99.794,0.99589,0.49808,0.5
1.57,48.585,50,99.793,0.99587,0.49807,0.5
1.58,48.585,50,99.792,0.99584,0.49806,0.5
1.59,48.585,50,99.791,0.99582,0.49805,0.5
1.6,53.871,50,99.789,0.99579,0.49804,0.5
1.61,53.871,50,99.794,0.99587,0.49808,0.5
1.62,53.871,50,99.798,0.99596,0.49812,0.5
1.63,53.871,50,99.802,0.99604,0.49816,0.5
1.64,53.871,50,99.806,0.99612,0.49821,0.5
1.65,53.871,50,99.81,0.9962,0.49825,0.5
1.66,53.871,50,99.814,0.99628,0.49829,0.5
1.67,53.871,50,99.818,0.99636,0.49833,0.5
1.68,53.871,50,99.822,0.99644,0.49838,0.5
1.69,53.871,50,99.826,0.99652,0.49842,0.5
1.7,53.434,50,99.83,0.99661,0.49846,0.5
1.71,53.434,50,99.834,0.99668,0.4985,0.5
1.72,53.434,50,99.837,0.99675,0.49854,0.5
1.73,53.434,50,99.841,0.99682,0.49857,0.5
1.74,53.434,50,99.845,0.99689,0.49861,0.5
1.75,53.434,50,99.848,0.99697,0.49865,0.5
1.76,53.434,50,99.852,0.99704,0.49869,0.5
1.77,53.434,50,99.855,0.99711,0.49872,0.5
1.78,53.434,50,99.859,0.99718,0.49876,0.5
1.79,53.434,50,99.862,0.99725,0.4988,0.5
1.8,51.03,50,99.866,0.99732,0.49883,0.5
1.81,51.03,50,99.867,0.99735,0.49885,0.5
1.82,51.03,50,99.868,0.99737,0.49886,0.5
1.83,51.03,50,99.87,0.99739,0.49887,0.5
1.84,51.03,50,99.871,0.99742,0.49888,0.5
1.85,51.03,50,99.872,0.99744,0.4989,0.5
1.86,51.03,50,99.873,0.99746,0.49891,0.5
1.87,51.03,50,99.874,0.99749,0.49892,0.5
1.88,51.03,50,99.875,0.99751,0.49893,0.5
1.89,51.03,50,99.877,0.99753,0.49895,0.5
1.9,59.712,50,99.878,0.99755,0.49896,0.5
1.91,59.712,50,99.888,0.99775,0.49906,0.5
1.92,59.712,50,99.897,0.99795,0.49916,0.5
1.93,59.712,50,99.907,0.99814,0.49926,0.5
1.94,59.712,50,99.917,0.99834,0.49936,0.5
1.95,59.712,50,99.927,0.99854,0.49946,0.5
1.96,59.712,50,99.937,0.99873,0.49955,0.5
1.97,59.712,50,99.946,0.99893,0.49965,0.5
1.98,59.712,50,99.956,0.99912,0.49975,0.5
1.99,59.712,50,99.966,0.99932,0.49985,0.5
2,53.974,50,99.976,0.99951,0.49995,0.5
2.01,53.974,50,99.98,0.99959,0.49998,0.5
2.02,53.974,50,99.984,0.99967,0.50002,0.5
2.03,53.974,50,99.988,0.99975,0.50006,0.5
2.04,53.974,50,99.992,0.99983,0.5001,0.5
2.05,53.974,50,99.996,0.99991,0.50014,0.5
2.06,53.974,50,100,0.99999,0.50018,0.5
2.07,53.974,50,100,1.0001,0.50022,0.5
2.08,53.974,50,100.01,1.0002,0.50026,0.5
2.09,53.974,50,100.01,1.0002,0.5003,0.5
2.1,42.639,50,100.02,1.0003,0.50034,0.5
2.11,42.639,50,100.01,1.0002,0.50027,0.5
2.12,42.639,50,100,1,0.50019,0.5
2.13,42.639,50,99.993,0.99987,0.50012,0.5
2.14,42.639,50,99.986,0.99972,0.50004,0.5
2.15,42.639,50,99.979,0.99957,0.49997,0.5
2.16,42.639,50,99.971,0.99943,0.4999,0.5
2.17,42.639,50,99.964,0.99928,0.49982,0.5
2.18,42.639,50,99.957,0.99913,0.49975,0.5
2.19,42.639,50,99.949,0.99899,0.49968,0.5
2.2,45.043,50,99.942,0.99884,0.4996,0.5
2.21,45.043,50,99.937,0.99874,0.49955,0.5
2.22,45.043,50,99.932,0.99864,0.49951,0.5
2.23,45.043,50,99.927,0.99855,0.49946,0.5
2.24,45.043,50,99.922,0.99845,0.49941,0.5
2.25,45.043,50,99.918,0.99835,0.49936,0.5
2.26,45.043,50,99.913,0.99825,0.49931,0.5
2.27,45.043,50,99.908,0.99816,0.49926,0.5
2.28,45.043,50,99.903,0.99806,0.49921,0.5
2.29,45.043,50,99.898,0.99796,0.49917,0.5
2.3,44.23,50,99.893,0.99786,0.49912,0.5
2.31,44.23,50,99.888,0.99775,0.49906,0.5
2.32,44.23,50,99.882,0.99764,0.49901,0.5
2.33,44.23,50,99.876,0.99753,0.49895,0.5
2.34,44.23,50,99.871,0.99741,0.49889,0.5
2.35,44.23,50,99.865,0.9973,0.49884,0.5
2.36,44.23,50,99.859,0.99719,0.49878,0.5
2.37,44.23,50,99.854,0.99707,0.49873,0.5
2.38,44.23,50,99.848,0.99696,0.49867,0.5
2.39,44.23,50,99.842,0.99685,0.49862,0.5
2.4,48.579,50,99.837,0.99674,0.49856,0.5
2.41,48.579,50,99.835,0.99671,0.49855,0.5
2.42,48.579,50,99.834,0.99669,0.49854,0.5
2.43,48.579,50,99.833,0.99666,0.49853,0.5
2.44,48.579,50,99.832,0.99664,0.49852,0.5
2.45,48.579,50,99.83,0.99661,0.4985,0.5
2.46,48.579,50,99.829,0.99659,0.49849,0.5
2.47,48.579,50,99.828,0.99656,0.49848,0.5
2.48,48.579,50,99.827,0.99654,0.49847,0.5
2.49,48.579,50,99.825,0.99651,0.49846,0.5
2.5,41.029,50,99.824,0.99649,0.49845,0.5
2.51,41.029,50,99.815,0.99631,0.49836,0.5
2.52,41.029,50,99.807,0.99613,0.49827,0.5
2.53,41.029,50,99.798,0.99596,0.49819,0.5
2.54,41.029,50,99.789,0.99578,0.4981,0.5
2.55,41.029,50,99.78,0.99561,0.49801,0.5
2.56,41.029,50,99.771,0.99543,0.49793,0.5
2.57,41.029,50,99.763,0.99526,0.49784,0.5
2.58,41.029,50,99.754,0.99508,0.49775,0.5
2.59,41.029,50,99.745,0.99491,0.49767,0.5
2.6,47.196,50,99.736,0.99474,0.49758,0.5
2.61,47.196,50,99.734,0.99468,0.49756,0.5
2.62,47.196,50,99.731,0.99463,0.49754,0.5
2.63,47.196,50,99.729,0.99458,0.49751,0.5
2.64,47.196,50,99.726,0.99453,0.49749,0.5
2.65,47.196,50,99.724,0.99448,0.49747,0.5
2.66,47.196,50,99.721,0.99443,0.49744,0.5
2.67,47.196,50,99.719,0.99438,0.49742,0.5
2.68,47.196,50,99.716,0.99433,0.4974,0.5
2.69,47.196,50,99.714,0.99428,0.49737,0.5
2.7,56.287,50,99.711,0.99423,0.49735,0.5
2.71,56.287,50,99.718,0.99436,0.49742,0.5
2.72,56.287,50,99.724,0.99449,0.49749,0.5
2.73,56.287,50,99.731,0.99462,0.49756,0.5
2.74,56.287,50,99.737,0.99475,0.49762,0.5
2.75,56.287,50,99.744,0.99489,0.49769,0.5
2.76,56.287,50,99.751,0.99502,0.49776,0.5
2.77,56.287,50,99.757,0.99515,0.49783,0.5
2.78,56.287,50,99.764,0.99528,0.4979,0.5
2.79,56.287,50,99.77,0.99541,0.49796,0.5
2.8,48.262,50,99.777,0.99554,0.49803,0.5
2.81,48.262,50,99.775,0.99551,0.49802,0.5
2.82,48.262,50,99.774,0.99548,0.498,0.5
2.83,48.262,50,99.772,0.99545,0.49799,0.5
2.84,48.262,50,99.771,0.99542,0.49798,0.5
2.85,48.262,50,99.769,0.99539,0.49796,0.5
2.86,48.262,50,99.768,0.99536,0.49795,0.5
2.87,48.262,50,99.766,0.99533,0.49794,0.5
2.88,48.262,50,99.765,0.9953,0.49792,0.5
2.89,48.262,50,99.763,0.99527,0.49791,0.5
2.9,47.525,50,99.762,0.99524,0.4979,0.5
2.91,47.525,50,99.759,0.99519,0.49788,0.5
2.92,47.525,50,99.757,0.99515,0.49786,0.5
2.93,47.525,50,99.755,0.9951,0.49784,0.5
2.94,47.525,50,99.753,0.99506,0.49781,0.5
2.95,47.525,50,99.75,0.99501,0.49779,0.5
2.96,47.525,50,99.748,0.99497,0.49777,0.5
2.97,47.525,50,99.746,0.99493,0.49775,0.5
2.98,47.525,50,99.744,0.99488,0.49773,0.5
2.99,47.525,50,99.741,0.99484,0.49771,0.5
3,45.321,50,99.739,0.99479,0.49769,0.5
3.01,45.321,50,99.735,0.9947,0.49765,0.5
3.02,45.321,50,99.73,0.99462,0.49761,0.5
3.03,45.321,50,99.726,0.99453,0.49756,0.5
3.04,45.321,50,99.722,0.99444,0.49752,0.5
3.05,45.321,50,99.717,0.99435,0.49748,0.5
3.06,45.321,50,99.713,0.99426,0.49744,0.5
3.07,45.321,50,99.708,0.99418,0.49739,0.5
3.08,45.321,50,99.704,0.99409,0.49735,0.5
3.09,45.321,50,99.7,0.994,0.49731,0.5
3.1,53.475,50,99.695,0.99391,0.49727,0.5
3.11,53.475,50,99.699,0.99399,0.49731,0.5
3.12,53.475,50,99.703,0.99406,0.49735,0.5
3.13,53.475,50,99.707,0.99414,0.49739,0.5
3.14,53.475,50,99.71,0.99421,0.49743,0.5
3.15,53.475,50,99.714,0.99429,0.49747,0.5
3.16,53.475,50,99.718,0.99436,0.49751,0.5
3.17,53.475,50,99.722,0.99444,0.49755,0.5
3.18,53.475,50,99.725,0.99451,0.49759,0.5
3.19,53.475,50,99.729,0.99459,0.49763,0.5
3.2,59.348,50,99.733,0.99466,0.49767,0.5
3.21,59.348,50,99.743,0.99486,0.49777,0.5
3.22,59.348,50,99.752,0.99505,0.49787,0.5
3.23,59.348,50,99.762,0.99524,0.49797,0.5
3.24,59.348,50,99.771,0.99543,0.49807,0.5
3.25,59.348,50,99.781,0.99562,0.49816,0.5
3.26,59.348,50,99.791,0.99582,0.49826,0.5
3.27,59.348,50,99.8,0.99601,0.49836,0.5
3.28,59.348,50,99.81,0.9962,0.49846,0.5
3.29,59.348,50,99.819,0.99639,0.49855,0.5
3.3,53.874,50,99.829,0.99658,0.49865,0.5
3.31,53.874,50,99.833,0.99666,0.49869,0.5
3.32,53.874,50,99.837,0.99674,0.49873,0.5
3.33,53.874,50,99.841,0.99682,0.49878,0.5
3.34,53.874,50,99.845,0.9969,0.49882,0.5
3.35,53.874,50,99.849,0.99698,0.49886,0.5
3.36,53.874,50,99.853,0.99706,0.4989,0.5
3.37,53.874,50,99.857,0.99714,0.49894,0.5
3.38,53.874,50,99.861,0.99722,0.49898,0.5
3.39,53.874,50,99.865,0.9973,0.49902,0.5
3.4,49.61,50,99.869,0.99738,0.49906,0.5
3.41,49.61,50,99.869,0.99738,0.49906,0.5
3.42,49.61,50,99.869,0.99737,0.49906,0.5
3.43,49.61,50,99.868,0.99737,0.49906,0.5
3.44,49.61,50,99.868,0.99736,0.49906,0.5
3.45,49.61,50,99.868,0.99736,0.49905,0.5
3.46,49.61,50,99.868,0.99735,0.49905,0.5
3.47,49.61,50,99.867,0.99735,0.49905,0.5
3.48,49.61,50,99.867,0.99734,0.49905,0.5
3.49,49.61,50,99.867,0.99734,0.49905,0.5
3.5,50.287,50,99.867,0.99733,0.49904,0.5
3.51,50.287,50,99.867,0.99734,0.49905,0.5
3.52,50.287,50,99.867,0.99735,0.49905,0.5
3.53,50.287,50,99.868,0.99736,0.49906,0.5
3.54,50.287,50,99.868,0.99737,0.49906,0.5
3.55,50.287,50,99.869,0.99738,0.49907,0.5
3.56,50.287,50,99.869,0.99738,0.49907,0.5
3.57,50.287,50,99.87,0.99739,0.49908,0.5
3.58,50.287,50,99.87,0.9974,0.49908,0.5
3.59,50.287,50,99.87,0.99741,0.49909,0.5
3.6,49.664,50,99.871,0.99742,0.49909,0.5
3.61,49.664,50,99.871,0.99741,0.49909,0.5
3.62,49.664,50,99.87,0.99741,0.49909,0.5
3.63,49.664,50,99.87,0.9974,0.49909,0.5
3.64,49.664,50,99.87,0.9974,0.49909,0.5
3.65,49.664,50,99.87,0.9974,0.49908,0.5
3.66,49.664,50,99.87,0.99739,0.49908,0.5
3.67,49.664,50,99.869,0.99739,0.49908,0.5
3.68,49.664,50,99.869,0.99738,0.49908,0.5
3.69,49.664,50,99.869,0.99738,0.49908,0.5
3.7,50.708,50,99.869,0.99738,0.49908,0.5
3.71,50.708,50,99.87,0.99739,0.49909,0.5
3.72,50.708,50,99.87,0.99741,0.49909,0.5
3.73,50.708,50,99.871,0.99743,0.4991,0.5
3.74,50.708,50,99.872,0.99744,0.49911,0.5
3.75,50.708,50,99.873,0.99746,0.49912,0.5
3.76,50.708,50,99.874,0.99748,0.49913,0.5
3.77,50.708,50,99.875,0.99749,0.49914,0.5
3.78,50.708,50,99.875,0.99751,0.49915,0.5
3.79,50.708,50,99.876,0.99753,0.49916,0.5
3.8,54.403,50,99.877,0.99754,0.49917,0.5
3.81,54.403,50,99.882,0.99763,0.49921,0.5
3.82,54.403,50,99.886,0.99772,0.49926,0.5
3.83,54.403,50,99.891,0.99781,0.4993,0.5
3.84,54.403,50,99.895,0.9979,0.49935,0.5
3.85,54.403,50,99.9,0.99799,0.49939,0.5
3.86,54.403,50,99.904,0.99808,0.49944,0.5
3.87,54.403,50,99.909,0.99817,0.49948,0.5
3.88,54.403,50,99.913,0.99826,0.49953,0.5
3.89,54.403,50,99.918,0.99835,0.49957,0.5
3.9,47.796,50,99.922,0.99844,0.49962,0.5
3.91,47.796,50,99.92,0.9984,0.4996,0.5
3.92,47.796,50,99.918,0.99836,0.49958,0.5
3.93,47.796,50,99.916,0.99832,0.49956,0.5
3.94,47.796,50,99.914,0.99827,0.49953,0.5
3.95,47.796,50,99.912,0.99823,0.49951,0.5
3.96,47.796,50,99.909,0.99819,0.49949,0.5
3.97,47.796,50,99.907,0.99815,0.49947,0.5
3.98,47.796,50,99.905,0.9981,0.49945,0.5
3.99,47.796,50,99.903,0.99806,0.49943,0.5
4,53.374,50,99.901,0.99802,0.49941,0.5
4.01,53.374,50,99.904,0.99809,0.49944,0.5
4.02,53.374,50,99.908,0.99816,0.49948,0.5
4.03,53.374,50,99.911,0.99823,0.49951,0.5
4.04,53.374,50,99.915,0.9983,0.49955,0.5
4.05,53.374,50,99.918,0.99837,0.49958,0.5
4.06,53.374,50,99.922,0.99844,0.49962,0.5
4.07,53.374,50,99.925,0.99851,0.49965,0.5
4.08,53.374,50,99.929,0.99857,0.49969,0.5
4.09,53.374,50,99.932,0.99864,0.49972,0.5
4.1,48.061,50,99.936,0.99871,0.49975,0.5
4.11,48.061,50,99.934,0.99867,0.49974,0.5
4.12,48.061,50,99.932,0.99864,0.49972,0.5
4.13,48.061,50,99.93,0.9986,0.4997,0.5
4.14,48.061,50,99.928,0.99856,0.49968,0.5
4.15,48.061,50,99.926,0.99852,0.49966,0.5
4.16,48.061,50,99.924,0.99849,0.49964,0.5
4.17,48.061,50,99.922,0.99845,0.49962,0.5
4.18,48.061,50,99.921,0.99841,0.4996,0.5
4.19,48.061,50,99.919,0.99838,0.49959,0.5
4.2,53.966,50,99.917,0.99834,0.49957,0.5
4.21,53.966,50,99.921,0.99842,0.49961,0.5
4.22,53.966,50,99.925,0.9985,0.49965,0.5
4.23,53.966,50,99.929,0.99858,0.49969,0.5
4.24,53.966,50,99.933,0.99866,0.49973,0.5
4.25,53.966,50,99.937,0.99874,0.49977,0.5
4.26,53.966,50,99.941,0.99882,0.49981,0.5
4.27,53.966,50,99.945,0.9989,0.49985,0.5
4.28,53.966,50,99.949,0.99898,0.49989,0.5
4.29,53.966,50,99.953,0.99906,0.49993,0.5
4.3,58.794,50,99.957,0.99914,0.49997,0.5
4.31,58.794,50,99.966,0.99932,0.50006,0.5
4.32,58.794,50,99.975,0.9995,0.50015,0.5
4.33,58.794,50,99.984,0.99967,0.50023,0.5
4.34,58.794,50,99.993,0.99985,0.50032,0.5
4.35,58.794,50,100,1,0.50041,0.5
4.36,58.794,50,100.01,1.0002,0.50049,0.5
4.37,58.794,50,100.02,1.0004,0.50058,0.5
4.38,58.794,50,100.03,1.0006,0.50067,0.5
4.39,58.794,50,100.04,1.0007,0.50075,0.5
4.4,52.084,50,100.05,1.0009,0.50084,0.5
4.41,52.084,50,100.05,1.0009,0.50086,0.5
4.42,52.084,50,100.05,1.001,0.50088,0.5
4.43,52.084,50,100.05,1.001,0.5009,0.5
4.44,52.084,50,100.05,1.0011,0.50092,0.5
4.45,52.084,50,100.06,1.0011,0.50094,0.5
4.46,52.084,50,100.06,1.0011,0.50095,0.5
4.47,52.084,50,100.06,1.0012,0.50097,0.5
4.48,52.084,50,100.06,1.0012,0.50099,0.5
4.49,52.084,50,100.06,1.0013,0.50101,0.5
4.5,45.452,50,100.07,1.0013,0.50103,0.5
4.51,45.452,50,100.06,1.0012,0.50098,0.5
4.52,45.452,50,100.06,1.0011,0.50094,0.5
4.53,45.452,50,100.05,1.001,0.50089,0.5
4.54,45.452,50,100.05,1.0009,0.50084,0.5
4.55,45.452,50,100.04,1.0008,0.50079,0.5
4.56,45.452,50,100.04,1.0008,0.50075,0.5
4.57,45.452,50,100.03,1.0007,0.5007,0.5
4.58,45.452,50,100.03,1.0006,0.50065,0.5
4.59,45.452,50,100.02,1.0005,0.50061,0.5
4.6,47.933,50,100.02,1.0004,0.50056,0.5
4.61,47.933,50,100.02,1.0003,0.50054,0.5
4.62,47.933,50,100.02,1.0003,0.50052,0.5
4.63,47.933,50,100.01,1.0003,0.50049,0.5
4.64,47.933,50,100.01,1.0002,0.50047,0.5
4.65,47.933,50,100.01,1.0002,0.50045,0.5
4.66,47.933,50,100.01,1.0001,0.50043,0.5
4.67,47.933,50,100.01,1.0001,0.50041,0.5
4.68,47.933,50,100,1.0001,0.50039,0.5
4.69,47.933,50,100,1,0.50037,0.5
4.7,50.777,50,99.999,0.99998,0.50034,0.5
4.71,50.777,50,100,0.99999,0.50035,0.5
4.72,50.777,50,100,1,0.50036,0.5
4.73,50.777,50,100,1,0.50037,0.5
4.74,50.777,50,100,1,0.50037,0.5
4.75,50.777,50,100,1.0001,0.50038,0.5
4.76,50.777,50,100,1.0001,0.50039,0.5
4.77,50.777,50,100,1.0001,0.50039,0.5
4.78,50.777,50,100.01,1.0001,0.5004,0.5
4.79,50.777,50,100.01,1.0001,0.50041,0.5
4.8,61.419,50,100.01,1.0001,0.50041,0.5
4.81,61.419,50,100.02,1.0004,0.50053,0.5
4.82,61.419,50,100.03,1.0006,0.50064,0.5
4.83,61.419,50,100.04,1.0008,0.50075,0.5
4.84,61.419,50,100.05,1.001,0.50087,0.5
4.85,61.419,50,100.06,1.0013,0.50098,0.5
4.86,61.419,50,100.07,1.0015,0.50109,0.5
4.87,61.419,50,100.09,1.0017,0.5012,0.5
4.88,61.419,50,100.1,1.002,0.50131,0.5
4.89,61.419,50,100.11,1.0022,0.50142,0.5
4.9,52.497,50,100.12,1.0024,0.50153,0.5
4.91,52.497,50,100.12,1.0025,0.50156,0.5
4.92,52.497,50,100.12,1.0025,0.50158,0.5
4.93,52.497,50,100.13,1.0025,0.5016,0.5
4.94,52.497,50,100.13,1.0026,0.50162,0.5
4.95,52.497,50,100.13,1.0026,0.50164,0.5
4.96,52.497,50,100.13,1.0027,0.50166,0.5
4.97,52.497,50,100.14,1.0027,0.50169,0.5
4.98,52.497,50,100.14,1.0028,0.50171,0.5
4.99,52.497,50,100.14,1.0028,0.50173,0.5
5,50.348,50,100.14,1.0029,0.50175,0.5
5.01,50.348,50,100.14,1.0029,0.50175,0.5
5.02,50.348,50,100.14,1.0029,0.50175,0.5
5.03,50.348,50,100.14,1.0029,0.50175,0.5
