Time,FA,FB,FC,h,x,v
36.71,41.933,50,100.42,1.0084,0.50382,0.5
36.72,41.933,50,100.41,1.0082,0.50373,0.5
36.73,41.933,50,100.4,1.008,0.50364,0.5
36.74,41.933,50,100.39,1.0078,0.50356,0.5
36.75,41.933,50,100.38,1.0077,0.50347,0.5
36.76,41.933,50,100.37,1.0075,0.50338,0.5
36.77,41.933,50,100.37,1.0073,0.5033,0.5
36.78,41.933,50,100.36,1.0072,0.50321,0.5
36.79,41.933,50,100.35,1.007,0.50313,0.5
36.8,47.423,50,100.34,1.0068,0.50304,0.5
36.81,47.423,50,100.34,1.0068,0.50301,0.5
36.82,47.423,50,100.34,1.0067,0.50298,0.5
36.83,47.423,50,100.33,1.0067,0.50295,0.5
36.84,47.423,50,100.33,1.0066,0.50291,0.5
36.85,47.423,50,100.33,1.0065,0.50288,0.5
36.86,47.423,50,100.32,1.0065,0.50285,0.5
36.87,47.423,50,100.32,1.0064,0.50282,0.5
36.88,47.423,50,100.32,1.0064,0.50279,0.5
36.89,47.423,50,100.31,1.0063,0.50276,0.5
36.9,46.165,50,100.31,1.0063,0.50273,0.5
36.91,46.165,50,100.31,1.0062,0.50268,0.5
36.92,46.165,50,100.3,1.0061,0.50264,0.5
36.93,46.165,50,100.3,1.006,0.5026,0.5
36.94,46.165,50,100.3,1.0059,0.50255,0.5
36.95,46.165,50,100.29,1.0058,0.50251,0.5
36.96,46.165,50,100.29,1.0058,0.50247,0.5
36.97,46.165,50,100.28,1.0057,0.50243,0.5
36.98,46.165,50,100.28,1.0056,0.50238,0.5
36.99,46.165,50,100.27,1.0055,0.50234,0.5
37,51.015,50,100.27,1.0054,0.5023,0.5
37.01,51.015,50,100.27,1.0054,0.5023,0.5
37.02,51.015,50,100.27,1.0055,0.50231,0.5
37.03,51.015,50,100.27,1.0055,0.50231,0.5
37.04,51.015,50,100.27,1.0055,0.50232,0.5
37.05,51.015,50,100.27,1.0055,0.50233,0.5
37.06,51.015,50,100.28,1.0055,0.50233,0.5
37.07,51.015,50,100.28,1.0055,0.50234,0.5
37.08,51.015,50,100.28,1.0055,0.50234,0.5
37.09,51.015,50,100.28,1.0056,0.50235,0.5
37.1,51.313,50,100.28,1.0056,0.50235,0.5
37.11,51.313,50,100.28,1.0056,0.50236,0.5
37.12,51.313,50,100.28,1.0056,0.50237,0.5
37.13,51.313,50,100.28,1.0056,0.50238,0.5
37.14,51.313,50,100.28,1.0057,0.50239,0.5
37.15,51.313,50,100.28,1.0057,0.50239,0.5
37.16,51.313,50,100.28,1.0057,0.5024,0.5
37.17,51.313,50,100.29,1.0057,0.50241,0.5
37.18,51.313,50,100.29,1.0057,0.50242,0.5
37.19,51.313,50,100.29,1.0058,0.50243,0.5
37.2,46.063,50,100.29,1.0058,0.50243,0.5
37.21,46.063,50,100.28,1.0057,0.50239,0.5
37.22,46.063,50,100.28,1.0056,0.50235,0.5
37.23,46.063,50,100.28,1.0055,0.5023,0.5
37.24,46.063,50,100.27,1.0054,0.50226,0.5
37.25,46.063,50,100.27,1.0054,0.50222,0.5
37.26,46.063,50,100.26,1.0053,0.50217,0.5
37.27,46.063,50,100.26,1.0052,0.50213,0.5
37.28,46.063,50,100.25,1.0051,0.50209,0.5
37.29,46.063,50,100.25,1.005,0.50204,0.5
37.3,51.075,50,100.25,1.0049,0.502,0.5
37.31,51.075,50,100.25,1.005,0.50201,0.5
37.32,51.075,50,100.25,1.005,0.50201,0.5
37.33,51.075,50,100.25,1.005,0.50202,0.5
37.34,51.075,50,100.25,1.005,0.50203,0.5
37.35,51.075,50,100.25,1.005,0.50203,0.5
37.36,51.075,50,100.25,1.005,0.50204,0.5
37.37,51.075,50,100.25,1.0051,0.50205,0.5
37.38,51.075,50,100.25,1.0051,0.50205,0.5
37.39,51.075,50,100.25,1.0051,0.50206,0.5
37.4,46.166,50,100.25,1.0051,0.50207,0.5
37.41,46.166,50,100.25,1.005,0.50202,0.5
37.42,46.166,50,100.25,1.0049,0.50198,0.5
37.43,46.166,50,100.24,1.0049,0.50194,0.5
37.44,46.166,50,100.24,1.0048,0.5019,0.5
37.45,46.166,50,100.23,1.0047,0.50186,0.5
37.46,46.166,50,100.23,1.0046,0.50181,0.5
37.47,46.166,50,100.23,1.0045,0.50177,0.5
37.48,46.166,50,100.22,1.0045,0.50173,0.5
37.49,46.166,50,100.22,1.0044,0.50169,0.5
37.5,50.62,50,100.21,1.0043,0.50165,0.5
37.51,50.62,50,100.21,1.0043,0.50165,0.5
37.52,50.62,50,100.22,1.0043,0.50165,0.5
37.53,50.62,50,100.22,1.0043,0.50166,0.5
37.54,50.62,50,100.22,1.0043,0.50166,0.5
37.55,50.62,50,100.22,1.0043,0.50166,0.5
37.56,50.62,50,100.22,1.0043,0.50167,0.5
37.57,50.62,50,100.22,1.0043,0.50167,0.5
37.58,50.62,50,100.22,1.0044,0.50167,0.5
37.59,50.62,50,100.22,1.0044,0.50167,0.5
37.6,45.387,50,100.22,1.0044,0.50168,0.5
37.61,45.387,50,100.21,1.0043,0.50163,0.5
37.62,45.387,50,100.21,1.0042,0.50158,0.5
37.63,45.387,50,100.2,1.0041,0.50153,0.5
37.64,45.387,50,100.2,1.004,0.50148,0.5
37.65,45.387,50,100.19,1.0039,0.50143,0.5
37.66,45.387,50,100.19,1.0038,0.50138,0.5
37.67,45.387,50,100.18,1.0037,0.50134,0.5
37.68,45.387,50,100.18,1.0036,0.50129,0.5
37.69,45.387,50,100.18,1.0035,0.50124,0.5
37.7,43.619,50,100.17,1.0034,0.50119,0.5
37.71,43.619,50,100.16,1.0033,0.50112,0.5
37.72,43.619,50,100.16,1.0031,0.50106,0.5
37.73,43.619,50,100.15,1.003,0.50099,0.5
37.74,43.619,50,100.14,1.0029,0.50093,0.5
37.75,43.619,50,100.14,1.0028,0.50086,0.5
37.76,43.619,50,100.13,1.0026,0.5008,0.5
37.77,43.619,50,100.12,1.0025,0.50073,0.5
37.78,43.619,50,100.12,1.0024,0.50067,0.5
37.79,43.619,50,100.11,1.0022,0.5006,0.5
37.8,55.018,50,100.11,1.0021,0.50054,0.5
37.81,55.018,50,100.11,1.0022,0.50059,0.5
37.82,55.018,50,100.11,1.0023,0.50063,0.5
37.83,55.018,50,100.12,1.0024,0.50068,0.5
37.84,55.018,50,100.12,1.0025,0.50073,0.5
37.85,55.018,50,100.13,1.0026,0.50078,0.5
37.86,55.018,50,100.13,1.0027,0.50083,0.5
37.87,55.018,50,100.14,1.0028,0.50088,0.5
37.88,55.018,50,100.14,1.0029,0.50093,0.5
37.89,55.018,50,100.15,1.003,0.50097,0.5
37.9,49.971,50,100.15,1.0031,0.50102,0.5
37.91,49.971,50,100.15,1.0031,0.50102,0.5
37.92,49.971,50,100.15,1.0031,0.50102,0.5
37.93,49.971,50,100.15,1.0031,0.50101,0.5
37.94,49.971,50,100.15,1.0031,0.50101,0.5
37.95,49.971,50,100.15,1.0031,0.50101,0.5
37.96,49.971,50,100.15,1.0031,0.50101,0.5
37.97,49.971,50,100.15,1.0031,0.50101,0.5
37.98,49.971,50,100.15,1.0031,0.501,0.5
37.99,49.971,50,100.15,1.003,0.501,0.5
38,47.666,50,100.15,1.003,0.501,0.5
38.01,47.666,50,100.15,1.003,0.50097,0.5
38.02,47.666,50,100.15,1.0029,0.50095,0.5
38.03,47.666,50,100.14,1.0029,0.50092,0.5
38.04,47.666,50,100.14,1.0028,0.5009,0.5
38.05,47.666,50,100.14,1.0028,0.50087,0.5
38.06,47.666,50,100.14,1.0027,0.50085,0.5
38.07,47.666,50,100.13,1.0027,0.50082,0.5
38.08,47.666,50,100.13,1.0026,0.5008,0.5
38.09,47.666,50,100.13,1.0026,0.50077,0.5
38.1,55.446,50,100.13,1.0026,0.50075,0.5
38.11,55.446,50,100.13,1.0027,0.5008,0.5
38.12,55.446,50,100.14,1.0028,0.50085,0.5
38.13,55.446,50,100.14,1.0029,0.50091,0.5
38.14,55.446,50,100.15,1.003,0.50096,0.5
38.15,55.446,50,100.15,1.0031,0.50101,0.5
38.16,55.446,50,100.16,1.0032,0.50106,0.5
38.17,55.446,50,100.16,1.0033,0.50112,0.5
38.18,55.446,50,100.17,1.0034,0.50117,0.5
38.19,55.446,50,100.18,1.0035,0.50122,0.5
38.2,59.87,50,100.18,1.0036,0.50127,0.5
38.21,59.87,50,100.19,1.0038,0.50137,0.5
38.22,59.87,50,100.2,1.004,0.50146,0.5
38.23,59.87,50,100.21,1.0042,0.50156,0.5
38.24,59.87,50,100.22,1.0044,0.50165,0.5
38.25,59.87,50,100.23,1.0046,0.50175,0.5
38.26,59.87,50,100.24,1.0048,0.50184,0.5
38.27,59.87,50,100.25,1.005,0.50193,0.5
38.28,59.87,50,100.26,1.0052,0.50203,0.5
38.29,59.87,50,100.27,1.0053,0.50212,0.5
38.3,40.146,50,100.28,1.0055,0.50222,0.5
38.31,40.146,50,100.27,1.0053,0.50211,0.5
38.32,40.146,50,100.26,1.0051,0.50201,0.5
38.33,40.146,50,100.25,1.0049,0.50191,0.5
38.34,40.146,50,100.24,1.0047,0.50181,0.5
38.35,40.146,50,100.23,1.0045,0.50171,0.5
38.36,40.146,50,100.22,1.0043,0.50161,0.5
38.37,40.146,50,100.21,1.0041,0.50151,0.5
38.38,40.146,50,100.2,1.0039,0.5014,0.5
38.39,40.146,50,100.19,1.0037,0.5013,0.5
38.4,50.64,50,100.18,1.0035,0.5012,0.5
38.41,50.64,50,100.18,1.0035,0.50121,0.5
38.42,50.64,50,100.18,1.0035,0.50121,0.5
38.43,50.64,50,100.18,1.0035,0.50122,0.5
38.44,50.64,50,100.18,1.0036,0.50122,0.5
38.45,50.64,50,100.18,1.0036,0.50122,0.5
38.46,50.64,50,100.18,1.0036,0.50123,0.5
38.47,50.64,50,100.18,1.0036,0.50123,0.5
38.48,50.64,50,100.18,1.0036,0.50123,0.5
38.49,50.64,50,100.18,1.0036,0.50124,0.5
38.5,52.374,50,100.18,1.0036,0.50124,0.5
38.51,52.374,50,100.18,1.0037,0.50126,0.5
38.52,52.374,50,100.18,1.0037,0.50128,0.5
38.53,52.374,50,100.19,1.0037,0.50131,0.5
38.54,52.374,50,100.19,1.0038,0.50133,0.5
38.55,52.374,50,100.19,1.0038,0.50135,0.5
38.56,52.374,50,100.19,1.0039,0.50137,0.5
38.57,52.374,50,100.2,1.0039,0.50139,0.5
38.58,52.374,50,100.2,1.004,0.50141,0.5
38.59,52.374,50,100.2,1.004,0.50143,0.5
38.6,48.158,50,100.2,1.0041,0.50145,0.5
38.61,48.158,50,100.2,1.004,0.50143,0.5
38.62,48.158,50,100.2,1.004,0.50141,0.5
38.63,48.158,50,100.2,1.0039,0.50139,0.5
38.64,48.158,50,100.19,1.0039,0.50137,0.5
38.65,48.158,50,100.19,1.0038,0.50135,0.5
38.66,48.158,50,100.19,1.0038,0.50133,0.5
38.67,48.158,50,100.19,1.0038,0.5013,0.5
38.68,48.158,50,100.19,1.0037,0.50128,0.5
38.69,48.158,50,100.18,1.0037,0.50126,0.5
38.7,45.479,50,100.18,1.0036,0.50124,0.5
38.71,45.479,50,100.18,1.0035,0.50119,0.5
38.72,45.479,50,100.17,1.0035,0.50115,0.5
38.73,45.479,50,100.17,1.0034,0.5011,0.5
38.74,45.479,50,100.16,1.0033,0.50105,0.5
38.75,45.479,50,100.16,1.0032,0.50101,0.5
38.76,45.479,50,100.15,1.0031,0.50096,0.5
38.77,45.479,50,100.15,1.003,0.50091,0.5
38.78,45.479,50,100.14,1.0029,0.50087,0.5
38.79,45.479,50,100.14,1.0028,0.50082,0.5
38.8,47.069,50,100.14,1.0027,0.50077,0.5
38.81,47.069,50,100.13,1.0026,0.50074,0.5
38.82,47.069,50,100.13,1.0026,0.50071,0.5
38.83,47.069,50,100.13,1.0025,0.50068,0.5
38.84,47.069,50,100.12,1.0025,0.50065,0.5
38.85,47.069,50,100.12,1.0024,0.50062,0.5
38.86,47.069,50,100.12,1.0023,0.50059,0.5
38.87,47.069,50,100.11,1.0023,0.50056,0.5
38.88,47.069,50,100.11,1.0022,0.50053,0.5
38.89,47.069,50,100.11,1.0022,0.5005,0.5
38.9,46.321,50,100.1,1.0021,0.50047,0.5
38.91,46.321,50,100.1,1.002,0.50043,0.5
38.92,46.321,50,100.1,1.0019,0.50039,0.5
38.93,46.321,50,100.09,1.0019,0.50035,0.5
38.94,46.321,50,100.09,1.0018,0.50032,0.5
38.95,46.321,50,100.09,1.0017,0.50028,0.5
38.96,46.321,50,100.08,1.0016,0.50024,0.5
38.97,46.321,50,100.08,1.0016,0.50021,0.5
38.98,46.321,50,100.07,1.0015,0.50017,0.5
38.99,46.321,50,100.07,1.0014,0.50013,0.5
39,54.092,50,100.07,1.0013,0.50009,0.5
39.01,54.092,50,100.07,1.0014,0.50013,0.5
39.02,54.092,50,100.08,1.0015,0.50018,0.5
39.03,54.092,50,100.08,1.0016,0.50022,0.5
39.04,54.092,50,100.08,1.0017,0.50026,0.5
39.05,54.092,50,100.09,1.0017,0.5003,0.5
39.06,54.092,50,100.09,1.0018,0.50034,0.5
39.07,54.092,50,100.1,1.0019,0.50038,0.5
39.08,54.092,50,100.1,1.002,0.50042,0.5
39.09,54.092,50,100.1,1.0021,0.50046,0.5
39.1,53.381,50,100.11,1.0021,0.5005,0.5
39.11,53.381,50,100.11,1.0022,0.50053,0.5
39.12,53.381,50,100.11,1.0023,0.50056,0.5
39.13,53.381,50,100.12,1.0023,0.50059,0.5
39.14,53.381,50,100.12,1.0024,0.50063,0.5
39.15,53.381,50,100.12,1.0025,0.50066,0.5
39.16,53.381,50,100.13,1.0025,0.50069,0.5
39.17,53.381,50,100.13,1.0026,0.50072,0.5
39.18,53.381,50,100.13,1.0027,0.50076,0.5
39.19,53.381,50,100.14,1.0027,0.50079,0.5
39.2,52.583,50,100.14,1.0028,0.50082,0.5
39.21,52.583,50,100.14,1.0028,0.50084,0.5
39.22,52.583,50,100.14,1.0029,0.50087,0.5
39.23,52.583,50,100.15,1.0029,0.50089,0.5
39.24,52.583,50,100.15,1.003,0.50092,0.5
39.25,52.583,50,100.15,1.003,0.50094,0.5
39.26,52.583,50,100.15,1.0031,0.50096,0.5
39.27,52.583,50,100.16,1.0031,0.50099,0.5
39.28,52.583,50,100.16,1.0032,0.50101,0.5
39.29,52.583,50,100.16,1.0032,0.50104,0.5
39.3,49.58,50,100.16,1.0033,0.50106,0.5
39.31,49.58,50,100.16,1.0033,0.50105,0.5
39.32,49.58,50,100.16,1.0033,0.50105,0.5
39.33,49.58,50,100.16,1.0032,0.50104,0.5
39.34,49.58,50,100.16,1.0032,0.50103,0.5
39.35,49.58,50,100.16,1.0032,0.50103,0.5
39.36,49.58,50,100.16,1.0032,0.50102,0.5
39.37,49.58,50,100.16,1.0032,0.50102,0.5
39.38,49.58,50,100.16,1.0032,0.50101,0.5
39.39,49.58,50,100.16,1.0032,0.501,0.5
39.4,50.713,50,100.16,1.0032,0.501,0.5
39.41,50.713,50,100.16,1.0032,0.501,0.5
39.42,50.713,50,100.16,1.0032,0.50101,0.5
39.43,50.713,50,100.16,1.0032,0.50101,0.5
39.44,50.713,50,100.16,1.0032,0.50102,0.5
39.45,50.713,50,100.16,1.0032,0.50102,0.5
39.46,50.713,50,100.16,1.0032,0.50103,0.5
39.47,50.713,50,100.16,1.0032,0.50103,0.5
39.48,50.713,50,100.16,1.0033,0.50104,0.5
39.49,50.713,50,100.16,1.0033,0.50104,0.5
39.5,45.801,50,100.16,1.0033,0.50105,0.5
39.51,45.801,50,100.16,1.0032,0.501,0.5
39.52,45.801,50,100.16,1.0031,0.50096,0.5
39.53,45.801,50,100.15,1.003,0.50092,0.5
39.54,45.801,50,100.15,1.0029,0.50087,0.5
39.55,45.801,50,100.14,1.0028,0.50083,0.5
39.56,45.801,50,100.14,1.0028,0.50079,0.5
39.57,45.801,50,100.13,1.0027,0.50074,0.5
39.58,45.801,50,100.13,1.0026,0.5007,0.5
39.59,45.801,50,100.12,1.0025,0.50066,0.5
39.6,53.227,50,100.12,1.0024,0.50061,0.5
39.61,53.227,50,100.12,1.0025,0.50064,0.5
39.62,53.227,50,100.13,1.0025,0.50067,0.5
39.63,53.227,50,100.13,1.0026,0.50071,0.5
39.64,53.227,50,100.13,1.0027,0.50074,0.5
39.65,53.227,50,100.14,1.0027,0.50077,0.5
39.66,53.227,50,100.14,1.0028,0.5008,0.5
39.67,53.227,50,100.14,1.0028,0.50083,0.5
39.68,53.227,50,100.15,1.0029,0.50086,0.5
39.69,53.227,50,100.15,1.003,0.50089,0.5
39.7,48.744,50,100.15,1.003,0.50092,0.5
39.71,48.744,50,100.15,1.003,0.5009,0.5
39.72,48.744,50,100.15,1.003,0.50089,0.5
39.73,48.744,50,100.15,1.0029,0.50088,0.5
39.74,48.744,50,100.15,1.0029,0.50086,0.5
39.75,48.744,50,100.14,1.0029,0.50085,0.5
39.76,48.744,50,100.14,1.0029,0.50083,0.5
39.77,48.744,50,100.14,1.0028,0.50082,0.5
39.78,48.744,50,100.14,1.0028,0.50081,0.5
39.79,48.744,50,100.14,1.0028,0.50079,0.5
39.8,45.975,50,100.14,1.0027,0.50078,0.5
39.81,45.975,50,100.13,1.0027,0.50074,0.5
39.82,45.975,50,100.13,1.0026,0.50069,0.5
39.83,45.975,50,100.12,1.0025,0.50065,0.5
39.84,45.975,50,100.12,1.0024,0.50061,0.5
39.85,45.975,50,100.12,1.0023,0.50057,0.5
39.86,45.975,50,100.11,1.0022,0.50053,0.5
39.87,45.975,50,100.11,1.0022,0.50049,0.5
39.88,45.975,50,100.1,1.0021,0.50045,0.5
39.89,45.975,50,100.1,1.002,0.5004,0.5
39.9,39.465,50,100.1,1.0019,0.50036,0.5
39.91,39.465,50,100.09,1.0017,0.50026,0.5
39.92,39.465,50,100.07,1.0015,0.50015,0.5
39.93,39.465,50,100.06,1.0013,0.50005,0.5
39.94,39.465,50,100.05,1.0011,0.49994,0.5
39.95,39.465,50,100.04,1.0009,0.49984,0.5
39.96,39.465,50,100.03,1.0006,0.49973,0.5
39.97,39.465,50,100.02,1.0004,0.49963,0.5
39.98,39.465,50,100.01,1.0002,0.49952,0.5
39.99,39.465,50,100,1,0.49942,0.5
40,61.29,50,99.99,0.9998,0.49931,0.5
